"","dF/dx","Std. Err.","z","P>|z|"
"fampov0017",1.38170616101374e-06,3.08838727914088e-06,0.447387596220799,0.654595230076067
"famsingleparent0017.na.pct",0.00705339599181096,0.00592956262317691,1.1895305674387,0.234230949826168
"refsrcJJ",-0.0711475510039658,0.0142572050411796,-4.99028742298843,6.02895161142791e-07
"refsrcLegal",-0.00269737864002012,0.0120380641312111,-0.224070798312714,0.822702214353657
"refsrcSchool",0.00178434655908846,0.00271565852280479,0.657058516048457,0.51114329156622
"refsrcFamily",-0.0319129179250661,0.0100092396511027,-3.18834587216128,0.0014308926933371
"refsrcOther",-0.0149659495442968,0.0180664785634791,-0.828382215809891,0.407454074955566
"fampov0017.whnh.pct",-0.0187089425461177,0.00216457667403562,-8.64323392676914,5.46438816369738e-18
"agghhincome.bl.pct",7.53663127718965e-08,0.00222716353425124,3.38395953475569e-05,0.999972999909334
"fam0017.ot.pct",-0.0307086294162068,0.00457233642996313,-6.71617889159885,1.86551749416537e-11
"famincome.med",-1.43719466749629e-06,3.86190814833959e-07,-3.72146258350087,0.000198072217939001
"TANF.cumulative",-1.138148136484e-06,2.4406305139292e-07,-4.66333650254859,3.11123385136512e-06
"agghhincome.whnh.pct",-0.0273623421391314,0.00311113391042924,-8.79497409205257,1.43080990864993e-18
"completeplumbing.pct",-0.0201500020840077,0.00747613567171811,-2.69524296626053,0.00703373215210795
"famsingleparent0017.as.pct",-0.0415363166438927,0.00452494285678571,-9.17941241657979,4.33450072845446e-20
"famsingleparent0017.bl.pct",-0.00650224316431883,0.00315071372343158,-2.06373658005239,0.0390426990494971
"Other",-0.124016810655,0.00882647113353549,-14.0505541545146,7.64335907987045e-45
"SNAP.priormonth",-8.71032810467999e-06,4.32607235896488e-06,-2.01344947146565,0.0440673655801228
"fam0017.wh.pct",-0.0360281471398306,0.00434178609740966,-8.2980014057637,1.05877424840151e-16
"fampov0017.wh.pct",0.0193725071247049,0.002099736687477,9.2261602324921,2.80507408185687e-20
"fam0017.whnh.pct",0.0126354350717022,0.00203614216035083,6.20557607309948,5.44969012350805e-10
"pop2599nohs.pct",-0.00806448107195366,0.000788900655493539,-10.222429168738,1.57347545400717e-24
"completeplumbing",-7.00256776196887e-07,1.7205353247904e-07,-4.06999360087068,4.70144290880987e-05
"fam0017.na.pct",-0.0226693560118213,0.00768268994620215,-2.95070556934653,0.00317048986294858
"fampov0017.ot.pct",0.0182214500504914,0.00194107158017725,9.38731484020157,6.15493162705511e-21
"fam0017.as.pct",-0.028421296970936,0.00507493392346014,-5.60032847709634,2.13946008667608e-08
"pop0304.noschool.pct",-0.000521761206182553,0.000252992413504285,-2.06235909984595,0.0391735602052735
"`ADHD/ADD`",-0.0720300475169067,0.00789583153008558,-9.12254108290556,7.33831470542054e-20
"fam0017.bl.pct",-0.0193012008776437,0.00390743451738638,-4.93960955500643,7.82791537882004e-07
